uwind_sbgl,vwind_sbgl,uwind_sbrj,vwind_sbrj,uwind_niteroi,vwind_niteroi
-1.8,1.25,-2.61,1.48,-1.93,1.06
-1.8199999,0.89,-2.69,0.96999997,-1.91,0.71
-1.87,0.74,-2.73,0.69,-1.92,0.59999996
-1.26,0.39999998,-2.02,0.29,-1.3,0.31
-0.95,0.32,-1.5999999,0.16,-0.95,0.22999999
-0.93,0.31,-1.53,0.099999994,-0.87,0.22
-0.68,0.07,-1.1999999,-0.16,-0.59999996,0.02
-0.44,-0.12,-0.91999996,-0.39999998,-0.42,-0.16
-0.38,-0.28,-0.85999995,-0.71999997,-0.35,-0.28
-0.48,-0.48999998,-0.95,-0.98999995,-0.42,-0.42999998
-0.42,-0.37,-0.89,-0.71,-0.38,-0.31
-0.68,-0.32999998,-1.29,-0.51,-0.85999995,-0.39
-0.66999996,-0.39999998,-1.38,-0.57,-0.84999996,-0.35999998
-0.95,-0.08,-1.61,-0.31,-1.0699999,-0.049999997
-0.78,-0.14,-1.31,-0.41,-0.88,0.13
-1.2099999,0.47,-1.8499999,0.41,-1.14,0.68
-1.5699999,1.26,-2.29,1.4699999,-1.4499999,1.1899999
-2.1699998,1.8,-3.03,2.28,-2.1399999,1.5899999
-2.71,1.31,-3.82,1.77,-2.54,1.18
-3.0,1.64,-4.36,1.9,-2.72,1.5899999
-2.71,2.22,-3.85,2.81,-3.1299999,1.89
-2.98,1.74,-4.31,2.18,-3.1499999,1.5899999
-2.77,1.74,-3.9599998,2.1699998,-2.85,1.5999999
-2.76,0.98999995,-4.0499997,0.96,-2.82,0.9
-2.3899999,0.71999997,-3.6499999,0.53999996,-2.3799999,0.59999996
-2.12,0.48999998,-3.4199998,0.21,-2.3,0.47
-1.9599999,0.41,-3.3,0.17999999,-2.03,0.41
-2.04,0.099999994,-3.23,-0.07,-1.8199999,0.07
-1.53,-0.07,-2.53,-0.22,-1.36,-0.089999996
-1.11,0.29999998,-2.1399999,0.21,-1.17,0.39
-0.76,0.41,-1.6999999,0.34,-0.96999997,0.47
-0.25,0.04,-1.03,-0.089999996,-0.53999996,0.099999994
-0.06,-0.35999998,-0.76,-0.71999997,-0.29999998,-0.19
0.28,-0.39,-0.21,-0.83,0.0,-0.22999999
0.35,-0.12,0.01,-0.29999998,0.22999999,-0.04
0.17,0.35999998,-0.31,0.35,-0.02,0.55
0.29999998,0.17999999,-0.089999996,0.22999999,-0.02,0.41
0.25,0.32999998,-0.06,0.32999998,0.089999996,0.55
0.02,1.1,-0.17,1.29,0.11,1.1999999
-0.53,1.7099999,-0.78999996,2.1399999,-0.24,1.81
-0.63,2.25,-0.84999996,2.9299998,-0.5,2.3
-0.59999996,2.79,-0.75,3.56,-0.51,2.53
-0.93,3.1499999,-1.11,3.8999999,-0.75,2.8999999
-1.61,3.4099998,-1.86,3.9599998,-1.4,3.12
-1.9399999,3.05,-2.33,3.6699998,-1.8,2.79
-1.79,2.61,-2.24,3.1399999,-1.77,2.4199998
-1.8299999,2.32,-2.21,2.76,-1.74,2.06
-1.15,0.56,-1.7099999,0.91999996,-1.1,0.51
-0.71,0.32999998,-1.31,0.74,-0.72999996,0.31
-0.74,0.35999998,-1.39,0.77,-1.15,0.45
-0.78,0.32999998,-1.5,0.7,-1.27,0.42999998
-0.77,0.16,-1.53,0.39,-1.26,0.21
-0.7,-0.049999997,-1.4599999,0.04,-1.1899999,-0.049999997
-0.38,-0.12,-1.05,-0.13,-0.9,-0.19
-0.24,-0.14999999,-0.88,-0.22,-0.68,-0.19999999
-0.14,-0.12,-0.71999997,-0.21,-0.24,-0.099999994
-0.13,-0.12,-0.68,-0.22999999,-0.24,-0.099999994
-0.13,-0.11,-0.69,-0.21,-0.26,-0.08
-0.099999994,-0.14999999,-0.66999996,-0.26999998,-0.25,-0.11
-0.16,-0.53999996,-0.93,-0.81,-0.56,-0.56
-0.45999998,-0.38,-1.27,-0.78999996,-0.75,-0.39
-1.18,-0.5,-2.05,-0.9,-1.29,-0.5
-1.31,-0.28,-2.06,-0.72999996,-1.3199999,-0.22
-1.51,0.14999999,-2.19,-0.41,-1.4599999,0.22
-1.65,0.45,-2.3999999,0.26999998,-1.61,0.53
-2.08,0.93,-3.04,1.13,-2.06,0.88
-2.3999999,0.84999996,-3.5,1.16,-2.52,0.78999996
-3.55,1.29,-4.89,1.55,-3.6399999,1.14
-4.63,1.14,-6.0899997,1.0699999,-4.45,0.96
-5.0699997,0.55,-6.52,0.22999999,-4.92,0.5
-4.5,0.26,-6.1299996,-0.21,-4.5899997,0.24
-3.62,0.0,-5.5699997,-0.58,-3.73,0.0
-3.3999999,-0.049999997,-5.45,-0.59,-3.6999998,-0.049999997
-3.21,-0.14,-5.25,-0.65999997,-3.6799998,-0.22
-3.03,-0.19,-5.0,-0.71999997,-3.54,-0.32999998
-2.3799999,-0.34,-4.22,-0.89,-2.9399998,-0.5
-1.81,-0.52,-3.49,-1.04,-2.36,-0.64
-1.05,-0.48999998,-2.4199998,-0.90999997,-1.64,-0.64
-0.57,-0.29999998,-1.7099999,-0.61,-1.15,-0.45
-0.35999998,-0.26999998,-1.3299999,-0.55,-0.83,-0.44
-0.12,-0.22,-0.89,-0.44,-0.32,-0.29999998
-0.01,-0.26999998,-0.64,-0.39999998,-0.14,-0.28
-0.13,-0.57,-0.74,-0.66999996,-0.25,-0.53
-0.47,-1.35,-1.14,-1.3199999,-0.71,-1.0699999
-0.16,-1.53,-0.65999997,-1.54,-0.39999998,-1.28
0.25,-2.24,-0.06,-2.27,0.16,-1.75
0.32,-3.4499998,0.04,-3.4199998,0.32999998,-2.55
0.049999997,-4.1,-0.29,-4.15,0.07,-3.1699998
-0.25,-3.97,-0.74,-3.8799999,-0.19999999,-3.4099998
-0.29999998,-3.56,-0.96999997,-3.46,-0.29999998,-3.12
-0.37,-3.1899998,-1.09,-3.12,-0.48999998,-2.82
-0.58,-2.81,-1.27,-2.86,-0.83,-2.51
-0.96,-2.4299998,-1.63,-2.52,-1.1999999,-2.12
-1.29,-1.9599999,-2.0,-2.19,-1.52,-1.67
-1.29,-0.72999996,-2.07,-1.0,-1.55,-0.59999996
-0.9,-0.21,-1.62,-0.39999998,-1.12,-0.099999994
-0.95,-0.26,-1.81,-0.44,-1.2099999,-0.17999999
-0.91999996,-0.55,-1.8399999,-0.77,-1.2099999,-0.59
-0.53999996,-0.61,-1.3199999,-0.78999996,-0.9,-0.75
-0.29999998,-0.69,-0.94,-0.82,-0.52,-0.7
-0.13,-0.91999996,-0.61,-1.0,-0.32,-0.87
-0.089999996,-1.04,-0.5,-1.06,-0.26999998,-0.96999997
-0.02,-1.05,-0.41,-1.01,-0.25,-0.98999995
-0.02,-1.1,-0.45,-1.03,-0.24,-0.98999995
0.14,-1.11,-0.26,-0.96999997,-0.14999999,-0.97999996
0.42999998,-0.52,0.65,-0.11,0.11,-0.59999996
1.39,0.39999998,2.52,0.85999995,1.11,0.32999998
1.3,-0.06,2.24,0.83,0.98999995,-0.02
1.48,0.31,2.4199998,1.18,1.3299999,0.44
1.76,0.5,2.72,1.0799999,1.81,0.65
2.19,0.78,3.26,1.22,2.28,0.84
2.34,1.4399999,3.4499998,2.0,2.4199998,1.39
2.12,2.05,3.1599998,2.58,2.28,1.9799999
1.55,2.21,2.54,2.6299999,1.76,2.11
1.03,2.37,1.8199999,2.9099998,1.14,2.05
0.38,1.99,0.96,2.55,0.74,2.09
-0.38,1.73,0.099999994,2.62,-0.12,1.87
-1.2099999,1.4399999,-0.42999998,2.3799999,-1.4599999,0.81
-1.24,1.4599999,-1.03,2.03,-1.38,0.91999996
-0.089999996,0.53999996,-0.14999999,0.64,-0.25,0.91999996
-1.18,-0.53999996,-1.36,-0.89,-1.3399999,-0.29
-1.43,-0.17,-1.66,-1.1,-1.76,-0.26999998
-2.1499999,-0.17999999,-2.76,-0.83,-2.3,-0.17
-1.92,-0.14999999,-2.81,-0.7,-2.12,-0.089999996
-1.49,0.57,-2.6599998,0.35,-1.67,0.74
-1.55,0.44,-2.74,0.22,-1.65,0.52
-0.97999996,-0.42,-1.9,-0.72999996,-1.09,-0.42
-0.26999998,-0.29999998,-0.93,-0.5,-0.42999998,-0.29999998
-0.25,-0.24,-0.83,-0.35999998,-0.41,-0.22
-0.29999998,-0.31,-0.94,-0.37,-0.42,-0.26999998
-0.32,-0.45999998,-0.94,-0.45999998,-0.5,-0.45
-0.62,-0.45999998,-1.25,-0.02,-0.71,-0.37
-0.53999996,-0.57,-1.1,-0.29,-0.64,-0.39999998
-0.61,-0.81,-1.16,-0.71999997,-0.45999998,-0.58
-0.56,-1.06,-1.1,-1.13,-0.41,-0.65999997
-0.57,-1.18,-1.12,-1.26,-0.64,-0.77
-0.42999998,-1.11,-1.02,-1.01,-0.59999996,-0.69
-0.37,-0.81,-1.03,-0.66999996,-0.56,-0.48999998
-0.71999997,0.32999998,-1.39,0.39,-0.97999996,0.28
-1.8399999,0.53,-2.3999999,0.66999996,-1.88,-0.02
-2.45,0.69,-3.1399999,0.62,-2.24,0.32999998
-2.62,0.83,-3.53,0.88,-2.6399999,0.66999996
-2.46,0.17999999,-3.22,0.21,-2.6299999,-0.12
-1.7199999,-0.24,-2.6599998,-0.37,-1.78,-0.22
-1.1899999,-0.17999999,-1.9499999,-0.39,-1.41,-0.14
-0.84999996,0.04,-1.53,-0.089999996,-1.16,0.049999997
-0.81,-0.14,-1.52,-0.31,-0.97999996,-0.17
-0.42,-0.34,-1.03,-0.56,-0.65999997,-0.41
-0.25,-0.35999998,-0.72999996,-0.58,-0.42999998,-0.41
-0.24,-0.41,-0.68,-0.47,-0.39,-0.41
-0.17999999,-0.48,-0.62,-0.45,-0.39,-0.45
-0.17,-0.42999998,-0.59999996,-0.32999998,-0.38,-0.39999998
-0.19,-0.39999998,-0.62,-0.29999998,-0.35,-0.35999998
-0.17,-0.42999998,-0.58,-0.32999998,-0.29,-0.38
-0.17,-0.58,-0.58,-0.53,-0.29999998,-0.5
0.26,-0.89,0.48,-0.62,0.45,-0.89
-0.59,-0.84999996,-0.71999997,-0.48,-0.42,-0.69
-1.13,-1.4399999,-1.52,-1.42,-1.22,-1.4699999
-0.84999996,-1.8399999,-1.25,-2.04,-1.1,-1.91
-0.53999996,-2.1299999,-1.03,-2.3999999,-0.77,-1.9699999
-0.93,-2.4099998,-1.5799999,-2.7,-0.76,-1.9599999
-1.11,-3.3899999,-1.86,-3.53,-1.23,-2.85
-0.77,-4.2999997,-1.5,-4.42,-1.06,-3.73
-0.26,-4.3399997,-0.94,-4.43,-0.53,-3.9599998
0.03,-3.9399998,-0.61,-3.99,-0.24,-3.59
0.04,-3.3799999,-0.61,-3.47,-0.22999999,-2.9299998
-0.57,-1.65,-1.3299999,-1.8199999,-0.72999996,-1.25
-0.19999999,-1.06,-0.81,-1.3,-0.25,-0.78
0.06,-0.71999997,-0.13,-0.95,-0.17999999,-0.55
-0.089999996,-0.52,-0.17999999,-0.52,-0.29,-0.47
-0.17999999,-0.45999998,-0.32999998,-0.31,-0.32999998,-0.48
-0.14,-0.65,-0.41,-0.55,-0.29,-0.59999996
0.08,-0.76,-0.17999999,-0.76,-0.11,-0.68
0.16,-0.89,-0.02,-0.84999996,-0.049999997,-0.79999995
0.14,-1.01,-0.02,-0.95,-0.07,-0.94
0.08,-0.98999995,-0.08,-0.97999996,-0.099999994,-0.95
0.049999997,-0.90999997,-0.17999999,-0.9,-0.12,-0.84999996
0.11,-0.98999995,-0.12,-1.0,-0.06,-0.90999997
0.099999994,-1.0799999,-0.089999996,-1.13,-0.06,-1.03
0.29999998,-1.93,0.19999999,-1.99,-0.049999997,-1.8199999
0.52,-2.4199998,0.42999998,-2.53,0.28,-2.1399999
0.78,-3.26,0.78,-3.56,0.56,-2.84
1.16,-3.52,1.29,-3.86,0.95,-3.06
1.8499999,-3.76,1.9699999,-3.84,1.64,-3.3
2.58,-3.1899998,2.6799998,-3.09,2.47,-2.8799999
2.9099998,-1.91,3.1499999,-1.67,2.9199998,-1.73
2.29,-0.01,2.58,0.29,2.4099998,0.02
1.16,1.7199999,1.77,2.1599998,1.11,1.16
-0.07,1.86,-0.08,2.6699998,-0.51,1.37
-1.5899999,0.45,-2.44,0.9,-1.22,0.45
-1.9,0.21,-2.37,0.25,-1.86,0.04
-0.65999997,1.1999999,-0.58,1.23,-0.71999997,0.61
0.049999997,1.28,0.099999994,1.1899999,0.32999998,1.09
0.14,0.88,0.39999998,0.87,0.45,0.72999996
0.38,0.52,0.83,0.53,0.53,0.32
0.84999996,0.74,1.4499999,0.74,0.88,0.55
1.02,0.78999996,1.8399999,0.81,0.98999995,0.64
1.24,0.93,2.2,1.1,1.29,0.88
1.9,1.54,2.96,1.8199999,2.02,1.53
2.1299999,1.8399999,3.21,2.2,2.4099998,2.04
2.36,1.9799999,3.35,2.37,2.44,2.1399999
2.29,1.31,3.21,1.26,2.35,1.51
2.0,0.62,2.9199998,0.32999998,2.1599998,0.78
2.1399999,0.06,3.1599998,0.56,2.24,0.07
2.51,0.45,3.6499999,1.25,2.6,0.35999998
2.48,0.62,3.36,1.48,2.73,0.63
2.04,1.1999999,2.31,2.37,2.19,0.98999995
1.14,2.31,0.66999996,4.06,1.36,2.19
0.29,4.69,-0.41,6.29,0.48999998,4.39
0.29999998,4.27,-0.07,5.77,0.37,4.43
1.1899999,3.85,1.06,5.27,0.96,4.2999997
1.92,4.0,2.1,5.4,1.56,4.2
2.61,4.66,3.1599998,6.29,2.32,4.71
2.6399999,4.75,3.24,6.3999996,2.62,4.7799997
2.21,4.45,2.73,6.0499997,2.33,4.54
1.61,3.83,1.9,5.2799997,1.75,4.04
1.42,3.31,1.63,4.63,1.5999999,3.57
1.24,2.9199998,1.41,4.17,1.4,3.1299999
1.1999999,2.6599998,1.37,3.9599998,1.3199999,2.6799998
1.17,2.73,1.3299999,4.0899997,1.31,2.74
0.97999996,2.98,1.0,4.39,1.13,2.96
0.7,2.99,0.59,4.2799997,0.94,3.1399999
0.29,2.36,0.099999994,3.57,0.55,2.6399999
0.03,2.1699998,-0.22999999,3.3899999,0.26999998,2.3899999
-0.14,2.19,-0.38,3.36,0.06,2.3899999
-0.14999999,2.48,-0.39999998,3.8,-0.04,2.6499999
-0.41,3.0,-0.71999997,4.37,-0.32,2.96
-0.42,2.77,-0.82,4.12,-0.48999998,2.97
-0.37,2.82,-0.81,4.04,-0.48,2.96
-0.59999996,2.95,-1.03,4.16,-0.65999997,3.1399999
-0.47,2.9199998,-0.84,4.0299997,-0.7,3.1599998
-0.58,3.0,-0.96999997,4.11,-0.78,3.1699998
-0.97999996,3.24,-1.29,4.39,-1.14,3.36
-1.26,3.6999998,-1.5899999,4.8199997,-1.41,3.58
-1.3,3.48,-1.7099999,4.72,-1.42,3.46
-1.16,3.6699998,-1.68,5.19,-1.23,3.6599998
-1.14,3.7099998,-1.68,5.06,-1.2099999,3.81
-1.0,3.48,-1.54,4.7799997,-1.03,3.56
-0.9,3.3899999,-1.4699999,4.66,-0.88,3.4299998
-1.38,3.05,-1.89,4.19,-1.43,3.1799998
-1.4399999,3.03,-1.9799999,4.12,-1.41,3.09
-1.42,3.03,-1.9599999,4.0899997,-1.4699999,2.98
-1.3,2.4199998,-1.87,3.47,-1.41,2.45
-1.14,1.56,-1.66,2.56,-1.1899999,1.5799999
-0.84,1.06,-1.24,2.0,-0.94,1.0799999
-0.71999997,1.24,-1.05,2.19,-0.81,1.1999999
-0.68,1.02,-0.98999995,2.04,-0.69,0.96
-0.48,1.27,-0.75,2.1499999,-0.59999996,1.18
-0.32,1.3199999,-0.64,2.21,-0.48,1.3399999
-0.19,0.96999997,-0.45999998,1.78,-0.45,1.16
-0.22999999,1.3299999,-0.45999998,1.9799999,-0.44,1.29
-0.17999999,1.26,-0.44,1.9399999,-0.51,1.24
-0.47,1.61,-0.78,2.34,-0.74,1.5799999
-0.53,1.9699999,-0.89,2.6299999,-0.75,1.91
-0.74,2.35,-1.1,2.98,-0.79999995,2.21
-0.42,2.18,-0.78999996,2.87,-0.52,2.19
-0.29999998,2.62,-0.57,3.24,-0.37,2.6299999
-0.22,2.79,-0.41,3.54,-0.26999998,2.75
-0.22,3.02,-0.44,3.78,-0.32,3.03
-0.11,3.37,-0.29,4.17,-0.31,3.32
-0.089999996,3.08,-0.26,4.0,-0.28,3.06
-0.02,2.82,-0.19,3.76,-0.29,2.9199998
-0.26,2.0,-0.42999998,2.8999999,-0.51,2.32
-0.35999998,0.38,-0.51,1.04,-0.58,0.66999996
-0.22999999,-0.06,-0.32999998,0.63,-0.22999999,0.17
-0.17,-0.29999998,-0.35999998,0.45999998,-0.06,-0.19999999
-0.12,-0.22999999,-0.44,0.52,-0.07,-0.11
-0.06,-0.01,-0.44,0.65,-0.02,0.08
-0.01,-0.02,-0.39,0.55,0.0,0.07
0.08,0.07,-0.28,0.56,0.12,0.13
0.19999999,0.14,-0.19999999,0.57,0.22999999,0.17999999
0.35,0.28,0.02,0.61,0.42999998,0.32999998
0.35,0.32,0.04,0.53999996,0.45999998,0.45
0.39,0.21,0.0,0.42,0.61,0.39999998
0.52,0.07,0.11,0.31,0.71,0.32
0.94,-0.24,0.69,-0.03,1.18,0.12
0.96,-0.06,0.71999997,0.01,1.27,0.28
1.15,0.12,0.96,0.14999999,1.31,0.45999998
0.61,0.91999996,0.39,1.16,0.81,1.1
0.0,1.54,-0.21,1.99,0.26999998,1.51
-0.48,2.05,-0.59,2.59,-0.26,1.8199999
-0.93,2.28,-1.01,2.9399998,-0.63,2.0
-0.96999997,2.6,-1.05,3.35,-0.81,2.29
-0.88,3.03,-0.97999996,3.81,-0.82,2.6399999
-0.77,2.8899999,-0.89,3.81,-0.84,2.62
-0.72999996,2.99,-0.79999995,3.84,-0.83,2.71
-0.53999996,2.71,-0.7,3.76,-0.71,2.47
-0.84,0.95,-1.3199999,1.63,-0.93,1.12
-0.45999998,0.41,-0.93,1.01,-0.74,0.59
-0.16,0.14999999,-0.53999996,0.62,-0.41,0.22999999
0.04,0.02,-0.26999998,0.44,-0.07,0.02
0.14,-0.07,-0.14,0.35999998,0.13,-0.11
0.16,-0.13,-0.099999994,0.22,0.42,-0.17999999
0.19999999,-0.17,-0.01,0.12,0.28,-0.17
0.26999998,-0.29999998,0.11,-0.099999994,0.38,-0.31
0.41,-0.39999998,0.32999998,-0.26999998,0.51,-0.42999998
0.47,-0.51,0.45999998,-0.44,0.55,-0.53
0.45999998,-0.5,0.53,-0.47,0.55,-0.53999996
0.45999998,-0.45999998,0.65999997,-0.42999998,0.47,-0.47
1.1,-0.97999996,1.65,-0.98999995,1.27,-1.0699999
1.5,-0.47,2.07,-0.51,1.5699999,-0.52
1.65,0.29,2.5,0.08,1.7099999,0.19
1.27,1.05,2.28,0.88,1.48,0.84999996
0.88,1.5699999,1.8199999,1.51,1.15,1.38
0.39,2.19,1.1999999,2.33,0.77,2.0
0.03,2.71,0.72999996,3.07,0.41,2.58
-0.16,3.06,0.39999998,3.61,0.07,2.96
-0.22,3.03,0.22999999,3.6999998,-0.049999997,2.9399998
-0.28,3.22,0.16,3.81,-0.099999994,3.02
-0.26,2.95,0.13,3.6799998,-0.14,2.76
-0.22999999,2.1399999,0.06,2.95,-0.14999999,2.0
-0.16,0.74,-0.14999999,1.51,-0.17,0.77
-0.049999997,0.37,-0.04,1.1,-0.08,0.35999998
-0.02,0.14999999,-0.04,0.79999995,-0.07,0.19999999
0.03,0.01,-0.02,0.58,-0.04,0.06
0.07,-0.049999997,-0.01,0.44,0.01,-0.01
0.11,-0.099999994,0.049999997,0.29,0.049999997,-0.06
0.16,-0.13,0.14,0.14,0.089999996,-0.08
0.22,-0.14999999,0.25,0.01,0.12,-0.13
0.22,-0.13,0.31,-0.06,0.17,-0.13
0.22999999,-0.12,0.38,-0.04,0.22,-0.12
0.17999999,-0.13,0.38,0.03,0.22,-0.11
0.21,-0.19,0.42999998,0.03,0.24,-0.16
0.31,-0.78,0.53999996,-0.65999997,0.42,-0.64
0.48999998,-0.42999998,0.65999997,-0.42,0.68,-0.35
0.7,0.56,0.93,0.65999997,0.85999995,0.53
0.51,1.38,0.77,1.68,0.63,1.29
0.24,1.74,0.5,2.1,0.42999998,1.63
0.099999994,2.03,0.35999998,2.47,0.32999998,1.91
0.13,2.32,0.34,2.8,0.28,2.21
0.21,2.6399999,0.41,3.1899998,0.28,2.61
0.02,3.1299999,0.22999999,3.6299999,0.14999999,2.98
0.0,3.23,0.19999999,3.74,0.06,3.07
-0.21,3.22,-0.01,3.6399999,-0.14,3.1
-0.45999998,2.7,-0.32999998,3.25,-0.41,2.6599998
-0.32999998,0.84999996,-0.56,1.54,-0.39,0.84999996
-0.14999999,0.48999998,-0.35999998,1.02,-0.22,0.48999998
-0.17999999,0.42,-0.39,0.9,-0.25,0.42
-0.22999999,0.35,-0.5,0.81,-0.25,0.35
-0.22,0.16,-0.52,0.59,-0.51,0.35
-0.099999994,-0.02,-0.37,0.26999998,-0.37,-0.02
-0.06,-0.099999994,-0.35999998,0.04,-0.21,-0.22
0.02,-0.12,-0.24,-0.049999997,-0.01,-0.22
0.02,-0.06,-0.24,0.0,-0.03,-0.06
0.0,-0.11,-0.25,-0.12,-0.06,-0.16
-0.049999997,-0.11,-0.24,-0.22,-0.03,-0.24
-0.06,-0.35999998,-0.26999998,-0.52,-0.01,-0.48
0.35,-0.45999998,0.31,-0.74,0.19,-0.48
0.39,-0.17,0.35999998,-0.48,0.14999999,-0.17999999
-0.25,0.32,-0.45999998,0.14999999,-0.45,0.34
-0.93,0.47,-1.13,0.41,-0.96,0.52
-1.4499999,1.01,-1.76,1.0699999,-1.25,1.1
-1.2099999,1.65,-1.53,1.99,-1.15,1.5899999
-0.81,2.03,-1.09,2.45,-0.79999995,1.91
-1.17,2.49,-1.4599999,3.08,-1.1,2.3799999
-1.3199999,2.4199998,-1.63,3.01,-1.35,2.1299999
-1.1899999,2.5,-1.49,3.1599998,-1.3399999,2.22
-1.22,2.48,-1.54,3.1899998,-1.5,2.21
-0.87,2.08,-1.23,2.75,-1.2099999,1.9
0.39999998,1.93,0.57,2.55,0.11,2.02
0.58,1.61,0.78999996,1.9599999,0.53,1.8
0.45999998,0.85999995,0.65999997,0.93,0.53,1.09
0.28,0.19,0.52,0.01,0.35999998,0.35999998
0.08,-0.17999999,0.41,-0.42999998,0.12,-0.08
0.08,-0.35,0.38,-0.66999996,0.07,-0.31
0.58,-0.35999998,0.88,-0.71,0.63,-0.45
0.90999997,-0.08,1.3299999,-0.35999998,1.03,-0.16
0.64,0.049999997,1.1,-0.13,0.82,0.08
0.19,0.14,0.61,-0.01,0.35999998,0.25
0.21,0.12,0.53,0.03,0.28,0.29999998
0.16,0.21,0.52,0.14999999,0.17,0.52
0.5,-0.37,0.90999997,-0.48,0.48999998,-0.07
0.29999998,-0.29,0.62,-0.52,0.39999998,0.04
0.24,0.57,0.45999998,0.55,0.22,0.78
0.049999997,0.42999998,0.19,0.29999998,0.19999999,0.71999997
-0.01,0.64,0.099999994,0.63,-0.02,0.90999997
-0.089999996,0.84,0.13,0.89,-0.14,1.09
-0.44,1.5,-0.32,1.73,-0.5,1.6999999
-0.41,2.08,-0.32999998,2.3799999,-0.51,2.02
-0.85999995,2.47,-0.81,2.9299998,-0.87,2.25
-1.78,2.3,-2.09,2.76,-1.6999999,2.03
-2.1699998,1.73,-2.79,1.9499999,-2.07,1.54
-1.99,1.29,-2.71,1.42,-2.06,1.17
-1.4599999,0.72999996,-2.06,0.65,-1.3399999,0.66999996
-1.17,0.42,-1.68,0.26,-1.14,0.29999998
-1.01,0.32999998,-1.55,0.16,-1.2099999,0.24
-1.02,0.02,-1.61,-0.32999998,-1.54,-0.07
-0.9,-0.099999994,-1.52,-0.51,-1.4599999,-0.22
-0.099999994,-0.089999996,-0.62,-0.42,-0.65999997,-0.32
0.32,0.04,-0.21,-0.08,-0.07,-0.14999999
0.59,-0.14999999,0.03,-0.11,0.45999998,-0.24
1.16,-0.39999998,0.81,-0.34,0.96,-0.48999998
0.64,-0.17,0.42999998,0.089999996,0.59,-0.17999999
0.78999996,-0.29,0.63,-0.06,0.64,-0.26999998
0.88,-0.35,0.76,-0.31,0.65,-0.32999998
0.95,-0.96999997,0.91999996,-1.1999999,0.87,-0.94
1.15,-0.62,1.31,-0.78999996,1.06,-0.51
0.87,-0.53999996,1.06,-0.38,1.05,-0.38
-0.12,-1.5899999,-0.21,-1.42,0.17999999,-0.96
0.22,-2.69,-0.11,-2.77,0.17999999,-1.78
0.89,-2.72,0.48,-2.6699998,0.74,-2.01
1.06,-1.9499999,0.48999998,-1.54,0.71,-1.55
0.14,-0.65,-0.52,-0.06,-0.34,-0.16
-0.90999997,0.69,-1.65,1.27,-1.4,0.59999996
-2.29,1.26,-3.3899999,1.78,-2.6499999,0.96
-2.73,0.95,-3.9199998,1.01,-3.1,0.53
-2.6399999,0.7,-3.77,0.97999996,-3.05,0.19999999
-1.37,0.91999996,-2.1299999,0.90999997,-1.54,0.58
-0.42,1.31,-0.84999996,1.65,-1.06,1.01
-0.03,0.64,-0.32999998,0.91999996,-0.74,0.5
0.04,0.22,-0.41,0.29999998,-0.51,0.11
0.25,-0.08,-0.08,-0.049999997,-0.19999999,-0.29
0.5,0.19,0.32999998,0.31,0.099999994,0.14
0.37,0.04,0.13,0.17999999,-0.01,0.16
0.21,-0.14999999,0.22999999,-0.24,-0.04,-0.29999998
0.19,-0.31,0.32,-0.44,0.21,-0.45
0.21,-0.26,0.39999998,-0.34,0.47,-0.32999998
0.17,-0.17,0.37,-0.14999999,0.32,-0.11
0.089999996,-0.11,0.29999998,-0.02,0.12,0.02
0.55,-0.07,0.7,0.41,0.25,0.0
0.53999996,-0.049999997,0.66999996,0.25,0.42,0.12
-0.11,-0.03,-0.13,0.35999998,0.049999997,0.22
-0.14,-0.76,-0.37,-0.25,-0.16,-0.25
0.26999998,-0.32,0.01,0.08,0.16,0.16
-0.01,1.2099999,-0.38,1.86,0.099999994,1.12
-0.26,2.2,-0.52,2.9199998,-0.17,1.8
-0.66999996,2.6299999,-1.16,3.29,-0.75,2.21
-0.65,2.82,-0.95,3.32,-0.84,2.46
-0.21,3.24,-0.26,3.98,-0.42999998,2.98
-0.56,2.98,-0.59999996,3.58,-0.79999995,2.52
-0.74,2.5,-0.74,3.1299999,-1.1,1.9699999
-0.96999997,1.9599999,-1.37,2.24,-1.04,1.75
-0.65999997,1.3399999,-0.95,1.52,-0.76,1.17
-0.28,0.78,-0.51,0.82,-0.38,0.61
-0.42,0.37,-0.64,0.29999998,-0.39999998,0.19999999
-0.19,-0.089999996,-0.34,-0.28,-0.25,-0.17999999
-0.14,-0.04,-0.25,-0.14999999,-0.19999999,-0.14
-0.08,-0.07,-0.19999999,-0.089999996,-0.14,-0.11
0.14999999,0.04,0.08,0.049999997,0.04,0.01
0.25,0.17999999,0.26999998,0.25,0.19,0.16
0.22,0.17999999,0.24,0.35,0.17,0.19
0.16,0.07,0.19999999,0.25,0.12,0.089999996
0.089999996,0.04,0.08,0.19999999,0.08,0.049999997
-0.5,0.25,-0.5,0.29,-0.55,0.12
-0.98999995,0.79999995,-1.11,0.78,-0.98999995,0.74
-1.36,1.0699999,-1.6899999,0.98999995,-1.35,1.04
-1.66,0.87,-2.06,0.77,-1.5799999,0.84999996
-1.68,0.78999996,-2.1399999,0.69,-1.5999999,0.77
-1.86,0.87,-2.35,0.91999996,-1.77,0.81
-2.06,1.1999999,-2.6399999,1.48,-1.9499999,1.14
-2.26,1.6999999,-2.97,2.1499999,-2.1,1.66
-2.34,2.69,-3.1699998,3.24,-2.3899999,2.5
-2.61,2.83,-3.6899998,3.53,-2.8799999,2.59
-3.0,1.4599999,-4.0699997,1.92,-2.9299998,1.43
